"RefSeq.mRNA" "Transcript_length" "UTR_length"
"3431" "NM_014801" 7518 868
"3432" "NM_001314021" 5613 901
"3433" "NM_014777" 5613 901
"3434" "NM_014409" 3112 1175
"3435" "NM_005819" 4851 3844
"3436" "NM_033345" 5606 4918
"3437" "" 2461 1475
"3438" "NM_002293" 7889 2801
"3439" "NM_001300850" 10988 7506
"3440" "NM_172071" 10988 7506
"3441" "NM_022572" 2991 1809
"3442" "NM_080424" 2426 205
"3443" "NM_004510" 2080 189
"3444" "NM_022915" 1748 679
"3445" "NM_000751" 2112 525
"3446" "NM_013942" 958 86
"3447" "NM_014689" 7260 630
"3448" "" 4730 1026
"3449" "NM_020935" 8032 4678
"3450" "NM_000867" 2246 286
"3451" "NM_025243" 3105 1541
"3452" "NM_006216" 2195 754
"3453" "NM_025216" 2547 659
"3454" "NM_001321432" 2371 1282
"3455" "NM_001321433" 2371 1282
"3456" "NM_001321428" 2371 1282
"3457" "NM_022152" 2371 1282
"3458" "NM_000784" 2286 262
"3459" "NM_004846" 1604 192
"3460" "NM_016289" 3826 2370
"3461" "NM_001862" 712 274
"3462" "NM_016316" 4751 765
"3463" "NM_032718" 4049 2579
"3464" "NM_001193304" 6266 5291
"3465" "NM_017849" 6266 5291
"3466" "NM_022336" 4214 2435
"3467" "" 2827 185
"3468" "" 2827 37
"3469" "NM_182640" 1500 198
"3470" "NM_007227" 1307 71
"3471" "NM_024093" 4768 3839
"3472" "NM_025190" 5986 5
"3473" "NM_025190" 5986 1637
"3474" "NM_015630" 3649 1190
"3475" "NM_001034173" 7547 4633
"3476" "NM_032147" 4022 1593
"3477" "NM_005761" 7346 2389
"3478" "NM_018171" 3239 1017
"3479" "NM_018370" 3519 2362
"3480" "NM_032148" 4449 2598
"3481" "NM_018204" 3375 1207
"3482" "NM_018676" 2962 223
"3483" "" 3816 2175
"3484" "NM_014166" 2022 1182
"3485" "NM_018283" 2098 1422
"3486" "" 2138 50
"3487" "NM_032639" 2293 568
"3488" "NM_172080" 1652 1
"3489" "NM_172080" 1652 92
"3490" "NM_175064" 2649 44
"3491" "NM_175064" 2649 1455
"3492" "" 15979 14598
"3493" "NM_006547" 4250 2152
"3494" "NM_002510" 2862 883
"3495" "NM_006854" 2884 2059
"3496" "NM_007342" 1795 263
"3497" "NM_000600" 1182 426
"3498" "NM_014038" 1860 434
"3499" "NM_004749" 2243 224
"3500" "NM_019082" 2336 584
"3501" "NM_004507" 2935 2067
"3502" "NM_031443" 1894 409
"3503" "NM_033054" 3267 72
"3504" "NM_025250" 4840 3062
"3505" "NM_014430" 2294 445
"3506" "NM_138376" 4779 3398
"3507" "NM_014360" 1261 322
"3508" "NM_001199377" 6357 3975
"3509" "NM_015162" 6357 3975
"3510" "NM_006441" 907 233
"3511" "NM_021214" 2368 1250
"3512" "NM_001320942" 6354 3312
"3513" "NM_004136" 6354 3312
"3514" "NM_020778" 10917 5025
"3515" "" 1469 79
"3516" "" 1469 927
"3517" "NM_006383" 1598 704
"3518" "NM_005831" 3682 2239
"3519" "NM_018346" 2528 1113
"3520" "NM_021079" 4879 3369
"3521" "NM_006924" 1513 556
"3522" "" 3948 2925
"3523" "" 1739 14
"3524" "" 1739 550
"3525" "NM_016360" 1469 362
"3526" "NM_018469" 5232 1741
"3527" "NM_001321068" 739 110
"3528" "NM_030576" 3193 2649
"3529" "NM_032043" 6048 2029
"3530" "NM_007067" 9644 7527
"3531" "NM_022147" 1554 702
"3532" "NM_002492" 1141 456
"3533" "" 1126 416
"3534" "" 943 559
"3535" "NM_022826" 5922 3684
"3536" "NM_014880" 3741 2997
"3537" "NM_014568" 6171 2862
"3538" "NM_004180" 2152 668
"3539" "NM_001715" 2606 495
"3540" "" 3057 330
"3541" "NM_001319294" 3931 1188
"3542" "NM_016121" 3931 1188
"3543" "NM_172003" 1812 445
"3544" "NM_019618" 1195 615
"3545" "NM_173841" 1810 1144
"3546" "NM_014438" 1186 582
"3547" "NM_032545" 1046 110
"3548" "NM_032357" 1646 878
"3549" "" 4140 781
"3550" "NM_024545" 4065 787
"3551" "NM_139346" 2338 498
"3552" "NM_033416" 1740 155
"3553" "NM_004807" 3932 2681
"3554" "NM_020120" 10650 5934
"3555" "NM_002101" 1246 527
"3556" "NM_000818" 2462 33
"3557" "NM_000818" 2462 524
"3558" "NM_001136562" 3101 313
"3559" "NM_001127244" 4619 1662
"3560" "NM_001080398" 7391 1336
"3561" "NM_014506" 2769 1697
"3562" "NM_014636" 6336 4394
"3563" "NM_003275" 3343 2049
"3564" "NM_032552" 5469 1982
"3565" "NM_001860" 1785 1219
"3566" "NM_197977" 3115 1010
"3567" "NM_000607" 802 117
"3568" "NM_017919" 2713 1667
"3569" "NM_001127610" 3377 2010
"3570" "NM_005458" 5788 2501
"3571" "NM_018437" 2192 592
"3572" "NM_002799" 980 131
"3573" "NM_001174153" 1313 177
"3574" "NM_005388" 2813 1740
"3575" "NM_001333" 1546 290
"3576" "NM_030978" 1325 776
"3577" "NM_006209" 3233 434
"3578" "NM_024295" 3340 2282
"3579" "" 2042 62
"3580" "NM_002514" 2522 1220
"3581" "" 704 64
"3582" "NM_012416" 4576 1246
"3583" "NM_022781" 5012 3355
"3584" "NM_002989" 852 388
"3585" "NM_014450" 1231 552
"3586" "" 2459 1777
"3587" "NM_006664" 446 47
"3588" "NM_007234" 808 230
"3589" "NM_001782" 1548 21
"3590" "NM_001782" 1548 321
"3591" "NM_032593" 628 93
"3592" "NM_014722" 5471 2087
"3593" "NM_201523" 2688 420
"3594" "NM_022113" 5941 416
"3595" "NM_001264" 2549 934
"3596" "NM_006877" 1515 362
"3597" "NM_001318792" 3318 635
"3598" "" 2094 442
"3599" "NM_032538" 6932 2882
"3600" "NM_080604" 2720 697
"3601" "NM_014464" 1754 226
"3602" "NM_003643" 2765 1241
"3603" "NM_001452" 2187 737
"3604" "" 4160 1845
"3605" "NM_178012" 2020 489
"3606" "NM_014069" 1150 414
"3607" "NM_014070" 1140 157
"3608" "NM_014046" 1532 597
"3609" "NM_003897" 1244 736
"3610" "NM_001954" 3845 859
"3611" "NM_014068" 908 159
"3612" "NM_032507" 3100 264
"3613" "NM_001184743" 3100 264
"3614" "" 2503 1496
"3615" "NM_001517" 1735 122
"3616" "NM_002701" 1420 263
"3617" "NM_033229" 2214 346
"3618" "NM_001832" 526 163
"3619" "NM_182757" 5036 3806
"3620" "NM_052828" 3007 1742
"3621" "NM_001098479" 1635 120
"3622" "NM_007243" 1755 613
"3623" "NM_016255" 4677 3379
"3624" "NM_001145020" 619 35
"3625" "NM_031950" 1168 19
"3626" "NM_031950" 1168 368
"3627" "" 5612 3768
"3628" "NM_033393" 6480 2972
"3629" "NM_003264" 4200 436
"3630" "NM_004705" 3300 907
"3631" "NM_001300973" 2514 164
"3632" "NM_001145057" 1354 664
"3633" "" 1688 136
"3634" "" 1688 53
"3635" "" 1688 114
"3636" "" 1688 510
"3637" "NM_001286059" 1393 374
"3638" "" 1431 61
"3639" "" 1431 68
"3640" "" 1431 444
"3641" "NM_001128922" 4207 2079
"3642" "NM_014175" 1147 181
"3643" "NM_001324403" 6732 5775
"3644" "NM_015886" 6732 5775
"3645" "NM_000370" 2338 1468
"3646" "NM_003878" 1607 246
"3647" "NM_030958" 9076 5821
"3648" "NM_015170" 5710 2376
"3649" "NM_024831" 3782 742
"3650" "NM_001007067" 2167 1119
"3651" "NM_005625" 2167 1119
"3652" "NM_001012967" 6754 1411
"3653" "NM_004205" 3732 1618
"3654" "NM_006028" 2011 427
"3655" "NM_003105" 10904 4129
"3656" "NM_032725" 2196 311
"3657" "NM_002423" 1125 267
"3658" "NM_004771" 1956 490
"3659" "NM_022122" 1913 278
"3660" "NM_032299" 1337 279
"3661" "NM_138378" 2789 865
"3662" "NM_001244682" 2903 1551
"3663" "NM_004109" 3206 2412
"3664" "NM_022761" 2885 2094
"3665" "NM_001164836" 1929 20
"3666" "NM_001164836" 1929 1299
"3667" "NM_020809" 6189 2327
"3668" "NM_021603" 513 5
"3669" "NM_021603" 513 232
"3670" "NM_002427" 2716 1270
"3671" "NM_004347" 1414 3
"3672" "NM_004347" 1414 104
"3673" "" 1684 89
"3674" "" 1684 151
"3675" "" 1684 617
"3676" "NM_001080534" 12946 6300
"3677" "NM_021199" 2003 263
"3678" "NM_016396" 6828 4863
"3679" "NM_003246" 7775 4096
"3680" "NM_001243143" 2409 863
"3681" "NM_016013" 1461 94
"3682" "NM_138555" 3713 609
"3683" "NM_001281301" 3713 609
"3684" "" 8592 6046
"3685" "NM_001323632" 3949 3177
"3686" "NM_018097" 3949 3177
"3687" "" 2142 13
"3688" "" 2142 63
"3689" "" 2142 84
"3690" "" 2142 375
"3691" "NM_001003" 1197 686
"3692" "NM_017691" 2784 462
"3693" "NM_001286414" 2617 358
"3694" "" 3138 656
"3695" "NM_002220" 1824 384
"3696" "NM_004573" 4616 807
"3697" "NM_024956" 2771 559
"3698" "NM_020168" 3865 1392
"3699" "NM_001110" 11431 8739
"3700" "NM_020396" 1249 584
"3701" "NM_016304" 2015 1345
"3702" "NM_005258" 777 360
"3703" "NM_018365" 2023 369
"3704" "NM_003567" 3171 449
"3705" "NM_024686" 7976 4933
"3706" "NM_001024948" 5341 3533
"3707" "NM_001008661" 2070 366
"3708" "NM_004815" 6087 2117
"3709" "NM_001130841" 1534 266
"3710" "NM_001319101" 5343 3
"3711" "NM_001319101" 5343 3365
"3712" "NM_015662" 5415 60
"3713" "NM_033505" 8101 6787
"3714" "" 1177 194
"3715" "NM_006488" 2397 1021
"3716" "NM_000221" 2411 1000
"3717" "NM_004036" 5050 762
"3718" "" 3596 119
"3719" "" 3596 113
"3720" "" 3596 186
"3721" "" 3596 51
"3722" "" 3596 57
"3723" "" 3596 96
"3724" "" 3596 102
"3725" "" 3596 70
"3726" "" 3596 36
"3727" "" 3596 66
"3728" "" 3596 89
"3729" "" 3596 53
"3730" "" 3596 106
"3731" "" 3596 71
"3732" "" 3596 63
"3733" "" 3596 83
"3734" "" 3596 83
"3735" "" 3596 93
"3736" "" 3596 55
"3737" "" 3596 78
"3738" "" 3596 47
"3739" "" 3596 1298
"3740" "NM_016008" 1399 242
"3741" "NM_005722" 3861 2518
"3742" "NM_013388" 2166 657
"3743" "NM_022436" 2740 643
"3744" "NM_006036" 3672 528
"3745" "NM_000341" 2989 854
"3746" "NM_005413" 2523 1316
"3747" "NM_024322" 4085 34
"3748" "NM_024322" 4085 3019
"3749" "NM_133259" 6335 2091
"3750" "NM_000771" 1847 361
"3751" "NM_032211" 3653 1230
"3752" "NM_001318189" 1849 76
"3753" "NM_144587" 1849 76
"3754" "NM_004523" 4860 1598
"3755" "NM_006997" 3644 481
"3756" "NM_015916" 1859 362
"3757" "NM_004311" 3844 3162
"3758" "NM_016195" 6306 890
"3759" "NM_001319195" 3564 1134
"3760" "NM_019053" 3564 1134
"3761" "NM_001258298" 5308 2966
"3762" "" 4132 1608
"3763" "NM_016216" 2666 876
"3764" "NM_007027" 5378 676
"3765" "NM_015268" 7730 749
"3766" "NM_023915" 1608 65
"3767" "NM_001195790" 3119 1233
"3768" "NM_001172517" 5318 2702
"3769" "NM_000465" 5499 3029
"3770" "NM_005259" 2822 1560
"3771" "NM_019048" 2450 104
"3772" "NM_014168" 1010 62
"3773" "NM_003142" 1709 307
"3774" "NM_139158" 1635 32
"3775" "NM_139158" 1635 243
"3776" "NM_004792" 6368 3882
"3777" "NM_020760" 11809 6906
"3778" "NM_005210" 641 64
"3779" "NM_001039523" 1980 463
"3780" "NM_018256" 8100 6077
"3781" "NM_001282932" 6634 4819
"3782" "NM_001282927" 6634 4819
"3783" "NM_005759" 6484 4820
"3784" "NM_001282925" 6638 4819
"3785" "NM_002210" 7030 3608
"3786" "NM_014585" 3442 1298
"3787" "" 2444 28
"3788" "" 2444 1485
"3789" "" 5705 3089
"3790" "NM_032839" 3596 1760
"3791" "NM_005459" 982 218
"3792" "NM_032600" 1444 62
"3793" "NM_005694" 684 3
"3794" "NM_005694" 684 394
"3795" "NM_016312" 4646 2485
"3796" "NM_018179" 8878 4861
"3797" "NM_001243611" 3810 2848
"3798" "NM_004963" 3844 484
"3799" "NM_004950" 1539 476
"3800" "NM_001682" 6777 2932
"3801" "NM_001080509" 5505 4683
"3802" "NM_001248004" 1843 57
"3803" "NM_013381" 10733 7561
"3804" "NM_139207" 4441 35
"3805" "NM_139207" 4441 2816
"3806" "NM_004537" 4441 35
"3807" "NM_004537" 4441 2816
"3808" "NM_001319653" 7239 4088
"3809" "NM_020841" 7239 4088
"3810" "NM_004731" 11777 10175
"3811" "NM_018164" 2974 315
"3812" "NM_005504" 9674 7985
"3813" "NM_021957" 3132 764
"3814" "" 2840 663
"3815" "" 1996 65
"3816" "" 1996 1039
"3817" "NM_020297" 8293 3642
"3818" "" 989 43
"3819" "" 989 209
"3820" "" 989 218
"3821" "" 989 151
"3822" "NM_005639" 4808 2881
"3823" "" 2666 543
"3824" "NM_001143885" 5582 2365
"3825" "NM_002108" 3913 1569
"3826" "" 820 56
"3827" "NM_002595" 4157 1980
"3828" "" 3435 2051
"3829" "" 1836 437
"3830" "NM_020698" 5877 4310
"3831" "NM_007199" 8663 6450
"3832" "NM_014254" 1918 427
"3833" "NM_014749" 4807 112
"3834" "NM_002431" 2635 1603
"3835" "NM_016475" 1726 642
"3836" "NM_001284203" 1726 642
"3837" "NM_020810" 5573 3657
"3838" "NM_020374" 3826 2078
"3839" "NM_001304811" 3826 2078
"3840" "NM_001759" 6480 5340
"3841" "NM_014999" 15546 14611
"3842" "NM_002837" 6110 85
"3843" "NM_000239" 1530 1014
"3844" "NM_015307" 4705 3084
"3845" "NM_006033" 10441 8659
"3846" "NM_001304430" 1905 730
"3847" "NM_014305" 1905 730
"3848" "" 2542 1052
"3849" "NM_002802" 4448 3021
"3850" "NM_000153" 3883 1717
"3851" "NM_015342" 2166 152
"3852" "NM_001278927" 2166 152
"3853" "NM_002567" 1697 780
"3854" "NM_024738" 8404 7624
"3855" "NM_017947" 6160 3471
"3856" "NM_006965" 6307 5019
"3857" "NM_032347" 1419 455
"3858" "NM_002864" 4610 131
"3859" "NM_001004419" 935 327
"3860" "NM_002336" 10020 5100
"3861" "NM_016061" 2182 1689
"3862" "NM_005573" 2878 755
"3863" "NM_001198557" 2878 755
"3864" "NM_001308100" 4986 506
"3865" "NM_005460" 3745 722
"3866" "NM_014035" 2158 1462
"3867" "NM_006043" 2314 775
"3868" "NM_030941" 2722 187
"3869" "NM_001199053" 2722 187
"3870" "NM_022166" 9891 6925
"3871" "NM_017539" 12394 42
"3872" "" 1812 1052
"3873" "NM_018230" 5207 1643
"3874" "NM_014325" 3892 2293
"3875" "NM_014840" 6828 3461
"3876" "NM_000552" 8838 140
"3877" "" 958 153
"3878" "" 958 56
"3879" "" 958 92
"3880" "NM_005768" 2268 11
"3881" "NM_005768" 2268 705
"3882" "NM_015084" 2785 1499
"3883" "NM_031361" 2262 8
"3884" "NM_031361" 2262 33
"3885" "NM_000521" 1901 112
"3886" "NM_001007075" 3425 1142
"3887" "NM_199039" 3300 1139
"3888" "NM_001312647" 5245 4357
"3889" "NM_001312648" 5245 4357
"3890" "NM_005339" 5245 4357
"3891" "NM_006859" 1775 537
"3892" "NM_018177" 9744 4014
"3893" "NM_016531" 5122 3778
"3894" "NM_015173" 5700 1837
"3895" "NM_018364" 6621 4147
"3896" "NM_001242893" 3228 873
"3897" "NM_001232" 2674 1233
"3898" "" 8170 5667
"3899" "NM_018252" 2475 1283
"3900" "NM_018194" 3594 1916
"3901" "NM_006243" 3128 1092
"3902" "NM_001033910" 3972 2243
"3903" "NM_017917" 1839 122
"3904" "NM_002791" 1029 167
"3905" "NM_002372" 4667 179
"3906" "" 4707 2368
"3907" "NM_001242863" 2982 471
"3908" "NM_017993" 2982 471
"3909" "NM_001127615" 2982 471
"3910" "NM_006022" 3135 2482
"3911" "NM_152910" 17261 13744
"3912" "NM_015276" 5220 3437
"3913" "NM_015681" 908 148
"3914" "NM_001033553" 3948 689
"3915" "NM_006745" 2269 1213
"3916" "NM_016081" 5809 31
"3917" "NM_016081" 5809 2244
"3918" "NM_020821" 13400 2063
"3919" "NM_001018089" 7209 4024
"3920" "NM_024611" 7209 4024
"3921" "NM_134260" 1951 190
"3922" "NM_017926" 14007 12491
"3923" "NM_012245" 2163 488
"3924" "NM_013382" 4876 2419
"3925" "" 1795 130
"3926" "" 1795 79
"3927" "" 1795 48
"3928" "" 1795 135
"3929" "" 1795 52
"3930" "NM_020774" 9576 6290
"3931" "NM_017799" 4264 2017
"3932" "NM_018229" 11737 9857
"3933" "NM_025189" 3923 2028
"3934" "NM_001172671" 3923 2028
"3935" "NM_002271" 6003 2474
"3936" "NM_024675" 4003 288
"3937" "NM_015202" 6616 1739
"3938" "NM_001943" 5831 2264
"3939" "NM_003787" 3957 1741
"3940" "NM_016271" 3570 2373
"3941" "NM_001191324" 3570 2373
"3942" "NM_014646" 6229 3298
"3943" "NM_006101" 2172 60
"3944" "NM_005131" 2087 104
"3945" "NM_005151" 4921 3344
"3946" "NM_019856" 5154 308
"3947" "NM_004667" 15337 722
"3948" "" 1592 233
"3949" "NM_003486" 4537 2946
"3950" "NM_000101" 797 69
"3951" "NM_001177" 3241 2519
"3952" "NM_014503" 9025 492
"3953" "NM_001303" 2873 1463
"3954" "NM_004176" 4178 548
"3955" "NM_017775" 3002 1389
"3956" "NM_001271420" 3002 1389
"3957" "NM_012452" 1357 461
"3958" "NM_001980" 3331 2299
"3959" "NM_198827" 5168 1983
"3960" "NM_015347" 6321 2997
"3961" "" 4351 46
"3962" "" 4351 3846
"3963" "NM_016561" 3039 1408
"3964" "" 1898 1453
"3965" "NM_002267" 4474 2492
"3966" "NM_004592" 3246 248
"3967" "NM_022474" 5552 2862
"3968" "NM_004642" 1625 754
"3969" "NM_005505" 2611 953
"3970" "" 1377 32
"3971" "NM_016039" 7075 6174
"3972" "NM_001045" 6604 4134
"3973" "NM_018428" 4392 2459
"3974" "NM_001270482" 4098 2565
"3975" "NM_002815" 4098 2565
"3976" "NM_000386" 2365 821
"3977" "NM_020791" 12407 8881
"3978" "NM_025238" 3297 1644
"3979" "" 3736 278
"3980" "NM_015267" 6844 2228
"3981" "NM_004658" 3382 650
"3982" "NM_022363" 2939 1155
"3983" "NM_000690" 9569 7953
"3984" "NM_006817" 1735 798
"3985" "NM_033121" 4148 2208
"3986" "NM_021625" 3233 533
"3987" "NM_016196" 4194 1166
"3988" "NM_024953" 6010 2841
"3989" "NM_019006" 1814 764
"3990" "NM_001242919" 1814 764
"3991" "NM_000750" 2623 1013
"3992" "" 1471 133
"3993" "NM_015154" 4264 3471
"3994" "NM_004360" 4889 2048
"3995" "NM_001605" 3477 425
"3996" "NM_018052" 3099 488
"3997" "NM_024562" 4816 1518
"3998" "NM_001172" 2045 799
"3999" "NM_006405" 2452 271
"4000" "NM_014443" 696 101
"4001" "NM_001543" 8030 4878
"4002" "NM_001271741" 6067 4655
"4003" "NM_002609" 5717 1925
"4004" "NM_001447" 14534 1470
"4005" "NM_032412" 1336 377
"4006" "NM_002622" 1352 934
"4007" "" 2307 1551
"4008" "NM_016237" 2513 122
"4009" "NM_001024808" 2581 1741
"4010" "" 3003 66
"4011" "" 3003 129
"4012" "" 3003 136
"4013" "" 3003 90
"4014" "" 3003 65
"4015" "" 3003 149
"4016" "" 3003 101
"4017" "" 3003 1768
"4018" "NM_007174" 8578 2440
"4019" "NM_006668" 2181 573
"4020" "NM_016194" 8906 7651
"4021" "NM_018728" 6971 1579
"4022" "NM_007347" 6758 3237
"4023" "NM_019600" 4217 832
"4024" "NM_002748" 5345 2371
"4025" "NM_014701" 6779 3473
"4026" "NM_032802" 7372 5533
"4027" "NM_001324093" 5037 2954
"4028" "NM_015554" 5037 2954
"4029" "NM_001324015" 3569 1831
"4030" "NM_001324014" 3569 1831
"4031" "" 3133 2344
"4032" "NM_025137" 7774 424
"4033" "NM_013309" 7157 5551
"4034" "NM_003758" 2569 1653
"4035" "NM_016395" 3228 1972
"4036" "NM_031301" 4189 3344
"4037" "NM_024666" 2841 1787
"4038" "NM_001289986" 1744 751
"4039" "NM_017858" 1744 751
"4040" "NM_003613" 5695 1972
"4041" "NM_016213" 2045 238
"4042" "NM_001316943" 2731 1312
"4043" "NM_017851" 2731 1312
"4044" "NM_001242933" 3373 1677
"4045" "NM_004663" 4930 4150
"4046" "" 2603 1483
"4047" "NM_004727" 5768 2180
"4048" "NM_032857" 1972 255
"4049" "NM_012272" 3602 473
"4050" "NM_001240" 6973 4568
"4051" "NM_002499" 7088 2509
"4052" "NM_005477" 7228 2621
"4053" "NM_003612" 3885 1334
"4054" "NM_005576" 2351 299
"4055" "NM_182925" 5857 1685
"4056" "NM_014613" 4515 3123
"4057" "NM_017675" 4068 95
"4058" "NM_001280801" 1766 211
"4059" "" 6176 4152
"4060" "" 2419 1528
"4061" "NM_006322" 3899 987
"4062" "NM_001286277" 3899 987
"4063" "NM_021239" 6910 4092
"4064" "NM_000428" 8567 2713
"4065" "NM_182894" 2995 1818
"4066" "NM_001100607" 4978 3509
"4067" "NM_001130528" 8273 4097
"4068" "NM_000023" 1432 11
"4069" "NM_000023" 1432 219
"4070" "NM_004990" 2905 67
"4071" "NM_001686" 1839 143
"4072" "NM_002898" 8382 5
"4073" "NM_002898" 8382 7056
"4074" "" 5229 3103
"4075" "NM_006601" 1920 1135
"4076" "NM_002647" 9443 6692
"4077" "NM_005924" 2500 1174
"4078" "NM_001290259" 8233 1772
"4079" "NM_001174126" 3986 2190
"4080" "NM_001174127" 3986 2190
"4081" "NM_000617" 4132 2332
"4082" "NM_001174128" 4132 2332
"4083" "NM_005171" 2181 1342
"4084" "NM_015416" 2112 989
"4085" "NM_001417" 4148 1985
"4086" "" 5866 3426
"4087" "NM_016057" 1897 1325
"4088" "NM_012329" 2735 1720
"4089" "NM_014399" 2093 1044
"4090" "" 3316 111
"4091" "" 3316 1803
"4092" "NM_005124" 5487 1058
"4093" "NM_000140" 3853 2428
"4094" "NM_004163" 7281 6102
"4095" "NM_016353" 6377 33
"4096" "NM_016353" 6377 4543
"4097" "NM_177924" 2618 1117
"4098" "NM_138715" 2132 653
"4099" "NM_001001924" 6160 2121
"4100" "NM_024593" 2051 1333
"4101" "NM_005914" 4183 1381
"4102" "NM_207332" 1813 402
"4103" "NM_003970" 5014 474
"4104" "NM_020648" 3756 2892
"4105" "NM_031216" 3494 2283
"4106" "NM_015208" 11288 4858
"4107" "NM_024899" 2939 732
"4108" "NM_001323611" 4906 1348
"4109" "NM_005611" 4906 1348
"4110" "NM_017839" 5391 3571
"4111" "NM_001127897" 8195 4392
"4112" "NM_014405" 3380 2393
"4113" "NM_017983" 1832 490
"4114" "NM_030581" 5898 2841
"4115" "NM_014637" 2640 1511
"4116" "NM_021153" 6341 3728
"4117" "NM_005904" 3087 1518
"4118" "NM_005901" 34526 32869
"4119" "" 6051 4575
"4120" "NM_058246" 2527 1340
"4121" "NM_003382" 3944 2440
"4122" "NM_001304522" 3944 2440
"4123" "NM_000238" 4286 403
"4124" "NM_005614" 2075 1106
"4125" "NM_001003801" 1993 129
"4126" "NM_170606" 16862 1906
"4127" "NM_002793" 928 102
"4128" "NM_001171967" 1219 459
"4129" "NM_014913" 5393 1541
"4130" "NM_031461" 4287 2315
"4131" "NM_007332" 5223 1654
"4132" "NM_024790" 4367 669
"4133" "NM_014294" 2785 1489
"4134" "NM_006421" 7225 1284
"4135" "NM_001003954" 1588 445
"4136" "NM_006815" 2560 1847
"4137" "" 5369 144
"4138" "NM_001282881" 3854 38
"4139" "NM_004434" 4535 1947
"4140" "NM_003403" 6697 5191
"4141" "NM_015156" 5754 4069
"4142" "NM_024761" 6454 5377
"4143" "NM_007147" 6535 4040
"4144" "NM_001772" 1444 327
"4145" "NM_017916" 1192 82
"4146" "" 3848 112
"4147" "" 3848 212
"4148" "" 3848 161
"4149" "" 3848 128
"4150" "" 3848 88
"4151" "" 3848 123
"4152" "" 3848 208
"4153" "" 3848 108
"4154" "" 3848 172
"4155" "" 3848 899
"4156" "" 2413 242
"4157" "NM_021626" 1942 527
"4158" "NM_006151" 2979 523
"4159" "NM_030938" 2712 1180
"4160" "NM_018304" 2332 936
"4161" "NM_015294" 4330 1174
"4162" "NM_004203" 2171 161
"4163" "NM_022773" 2621 897
"4164" "NM_012225" 1413 476
"4165" "NM_001009944" 14138 1016
"4166" "NM_014700" 4831 2171
"4167" "NM_207013" 582 57
"4168" "NM_022092" 3090 98
"4169" "NM_022450" 2992 280
"4170" "" 3717 927
"4171" "NM_016111" 3314 520
"4172" "NM_003502" 3643 681
"4173" "NM_002311" 3055 123
"4174" "NM_000329" 2610 953
"4175" "NM_001559" 4040 810
"4176" "" 3327 1479
"4177" "NM_024911" 2748 867
"4178" "NM_004170" 3722 1910
"4179" "NM_001137610" 1268 274
"4180" "NM_001318918" 4469 2072
"4181" "NM_004380" 10803 2663
"4182" "NM_015246" 3968 2065
"4183" "NM_019109" 2132 705
"4184" "NM_005147" 2763 12
"4185" "NM_005147" 2763 1229
"4186" "NM_001079514" 6252 2227
