Ensembl Transcript ID	RefSeq mRNA [e.g. NM_001195597]	Transcript length (including UTRs and CDS)
ENST00000478272		798
ENST00000392333		493
ENST00000412329		3971
ENST00000269205	NM_001034172	1319
ENST00000337989		2422
ENST00000636870		4010
ENST00000511909		722
ENST00000453510	NM_001297652	3832
ENST00000485992		499
ENST00000637825		2124
ENST00000496511		333
ENST00000341319	NM_130446	6298
ENST00000414928		202
ENST00000430501	NM_001144961	1401
ENST00000627772		2332
ENST00000440120		584
ENST00000490817		1052
ENST00000495121		361
ENST00000307441	NM_001324175	6196
ENST00000307441	NM_001324177	6196
ENST00000307441	NM_001324178	6196
ENST00000307441	NM_001278173	6196
ENST00000409934		826
ENST00000455301		511
ENST00000637654		100
ENST00000420929		799
ENST00000376392		894
ENST00000515605		838
ENST00000468734		5453
ENST00000636755		100
ENST00000309042	NM_005612	7300
ENST00000480824	NM_001286635	6861
ENST00000399899	NM_199328	2068
ENST00000631199		650
ENST00000485008		771
ENST00000480433		809
ENST00000637020		2873
ENST00000433529	NM_022173	4647
ENST00000460420		554
ENST00000423847		639
ENST00000515036		712
ENST00000459824		532
ENST00000489269		427
ENST00000392554	NM_033271	2176
ENST00000617531	NM_001201429	7072
ENST00000628930		1944
ENST00000489245		4193
ENST00000475272		580
ENST00000464054		700
ENST00000374618	NM_001324175	6122
ENST00000374618	NM_001324177	6122
ENST00000374618	NM_001324176	6122
ENST00000374618	NM_001278176	6122
ENST00000374618	NM_001278179	6122
ENST00000374618	NM_001278178	6122
ENST00000374618	NM_001278171	6122
ENST00000374618	NM_001278174	6122
ENST00000374618	NM_001278175	6122
ENST00000636988		1069
ENST00000495792		532
ENST00000495706		1859
ENST00000636242		6101
ENST00000511065		513
ENST00000433244		1479
ENST00000355190	NM_152734	1309
ENST00000487643		2778
ENST00000506753		1001
ENST00000287936	NM_000859	4585
ENST00000448781	NM_000594	1676
ENST00000463376		2195
ENST00000373685		1400
ENST00000482588		268
ENST00000324852	NM_001170631	2605
ENST00000392553		948
ENST00000415783	NM_022037	4633
ENST00000472079		1038
ENST00000479810		2742
ENST00000495855		246
ENST00000343975	NM_001130996	3681
ENST00000216602	NM_001198953	1521
ENST00000445017		560
ENST00000374869		3688
ENST00000282574		3823
ENST00000518236		1052
ENST00000322191	NM_138316	2513
ENST00000478727		743
ENST00000467509		389
ENST00000414794		873
ENST00000445587		1440
ENST00000460671		383
ENST00000330258	NM_152424	8443
ENST00000452052		485
ENST00000509431		421
ENST00000496903		1867
ENST00000554255		570
ENST00000536364		1973
ENST00000507942		527
ENST00000463592		6076
ENST00000474440		515
ENST00000486392		514
ENST00000636399		2949
ENST00000442032		268
ENST00000573100		855
ENST00000495774		533
ENST00000452093		1996
ENST00000330475	NM_213604	2857
ENST00000555572		1193
ENST00000602734		608
ENST00000591077		341
ENST00000450945		1307
ENST00000324856	NM_006015	8577
ENST00000311141	NM_024071	1383
ENST00000504466		1107
ENST00000327471		1948
ENST00000515776		501
ENST00000486178		1326
ENST00000621544		732
ENST00000503522		457
ENST00000600027		944
ENST00000508070		450
ENST00000478361		3198
ENST00000474290		548
ENST00000463640		506
ENST00000509085		637
ENST00000457599	NM_139135	6268
ENST00000575738	NM_001004747	1023
ENST00000462988		482
ENST00000514063		578
ENST00000422163	NM_001282620	2407
ENST00000548133	NM_013993	3857
ENST00000342512	NM_148978	2703
ENST00000511986		487
ENST00000492362		747
ENST00000524572		546
ENST00000553512		636
ENST00000436178		772
ENST00000567435	NM_001286741	1720
ENST00000574814	NM_001193623	1318
ENST00000487149		846
ENST00000520791		693
ENST00000619101	NM_001193508	7114
ENST00000599167		1133
ENST00000393810		1898
ENST00000595820	NM_005046	1756
ENST00000548962	NM_001202523	3781
ENST00000461829		557
ENST00000550666	NM_001202521	3202
ENST00000550666	NM_001202522	3202
ENST00000374152		6460
ENST00000488345		885
ENST00000554630		566
ENST00000371581	NM_001165946	4480
ENST00000570516		788
ENST00000298875	NM_017437	13035
ENST00000478194		3322
ENST00000514315		603
ENST00000497830		2227
ENST00000636219		7058
ENST00000611211		1103
ENST00000565335	NM_001286739	1414
ENST00000553427		715
ENST00000512053		465
ENST00000400962	NM_032029	1898
ENST00000400962	NM_001122979	1898
ENST00000488482		572
ENST00000556610		364
ENST00000464601		759
ENST00000612429		1376
ENST00000395081	NM_032907	1427
ENST00000616975		1370
ENST00000330106	NM_016564	1649
ENST00000636958		1388
ENST00000636422		1324
ENST00000555501		4453
ENST00000361351	NM_001286740	1360
ENST00000361351	NM_201265	1360
ENST00000264230	NM_032313	3415
ENST00000454815		911
ENST00000524587		472
ENST00000553724		2816
ENST00000554290		558
ENST00000307534	NM_148977	6976
ENST00000507881		993
ENST00000555163		430
ENST00000395571	NM_007222	5108
ENST00000556622		469
ENST00000542859	NM_023037	13200
ENST00000555244		806
ENST00000556795		502
ENST00000599612	NM_032683	1408
ENST00000430291		580
ENST00000597707	NM_001207053	1054
ENST00000636110		3450
ENST00000517516		780
ENST00000602552		542
ENST00000468787		525
ENST00000409271		4323
ENST00000554757		2013
ENST00000585700		1562
ENST00000522655		3357
ENST00000463566		502
ENST00000636072		1128
ENST00000534421		548
ENST00000469800		696
ENST00000593904		624
ENST00000436046		691
ENST00000590440		1602
ENST00000503433		775
ENST00000497959		2874
ENST00000466382		2699
ENST00000482876		562
ENST00000602651		1014
ENST00000590682		484
ENST00000595638		577
ENST00000497672		346
ENST00000636794		1068
ENST00000590090		406
ENST00000602645		5611
ENST00000495767		1860
ENST00000564488	NM_001286742	1477
ENST00000477415		510
ENST00000391807	NM_139277	1912
ENST00000323249	NM_030567	1480
ENST00000532781		2583
ENST00000565130		792
ENST00000496096		511
ENST00000637788		3046
ENST00000476176		1906
ENST00000586272		735
ENST00000532896		1676
ENST00000484065		350
ENST00000563081		621
ENST00000477712		711
ENST00000590562		573
ENST00000526355	NM_000855	16205
ENST00000489909		458
ENST00000380217		650
ENST00000416149		821
ENST00000522595		1114
ENST00000393812	NM_178148	2043
ENST00000393812	NM_001286509	2043
ENST00000001146	NM_019885	4732
ENST00000533807		1941
ENST00000360004	NM_002124	1229
ENST00000258443	NM_022336	4214
ENST00000474699		686
ENST00000418076		437
ENST00000490284		557
ENST00000524267		614
ENST00000589839		1025
ENST00000480132		496
ENST00000487634		559
ENST00000585804		574
ENST00000523368		1519
ENST00000466650		567
ENST00000474809		915
ENST00000565677	NM_001293197	1560
ENST00000248594	NM_002835	3406
ENST00000502922	NM_001174101	1345
ENST00000456261	NM_006979	2409
ENST00000376651		4303
ENST00000510492	NM_001174102	1285
ENST00000297857	NM_001017926	5200
ENST00000369851	NM_006496	27174
ENST00000486226		581
ENST00000514747	NM_001190946	2913
ENST00000384976		75
ENST00000380250		10688
ENST00000473955		222
ENST00000270625	NM_001015	614
ENST00000359452	NM_002921	2247
ENST00000359452	NM_001012720	2247
ENST00000392149		3689
ENST00000477044		904
ENST00000395467		1533
ENST00000412253		4025
ENST00000361692		543
ENST00000282249	NM_001256424	3047
ENST00000316950	NM_152484	4061
ENST00000483660		690
ENST00000304661	NM_001011551	1613
ENST00000443773	NM_001077516	2153
ENST00000443773	NM_001288777	2153
ENST00000474509		574
ENST00000622863		1106
ENST00000602252		751
ENST00000425069		1015
ENST00000596873		583
ENST00000461519		567
ENST00000546307	NM_001277742	4331
ENST00000418359	NM_001199302	3152
ENST00000496452		853
ENST00000615191		3804
ENST00000594493		575
ENST00000421528		2105
ENST00000448051		1716
ENST00000481650		549
ENST00000371313	NM_152692	1492
ENST00000493496		1105
ENST00000435674	NM_147130	1042
ENST00000601216		602
ENST00000377307	NM_025251	4673
ENST00000592490		579
ENST00000607778	NM_207118	7481
ENST00000460361		1410
ENST00000347596		2532
ENST00000276826	NM_001308208	4697
ENST00000276826	NM_001308207	4697
ENST00000320493	NM_002113	1271
ENST00000589833		762
ENST00000599561		430
ENST00000487655		1496
ENST00000591710		789
ENST00000528810		570
ENST00000278193	NM_018362	4688
ENST00000367424		1070
ENST00000455349	NM_007028	2043
ENST00000458362		2253
ENST00000591073		643
ENST00000372092		868
ENST00000531225		1596
ENST00000601306		547
ENST00000472961		399
ENST00000392150		1918
ENST00000455825	NM_001145466	1097
ENST00000467343		399
ENST00000610757	NM_001293273	2410
ENST00000483771		2502
ENST00000468079		588
ENST00000297565	NM_001142462	1838
ENST00000538577	NM_001286513	1909
ENST00000629669		2316
ENST00000464290		867
ENST00000483744		482
ENST00000524596		4290
ENST00000436628	NM_001293213	2670
ENST00000436628	NM_178014	2670
ENST00000520722		439
ENST00000537814	NM_001286519	1715
ENST00000537814	NM_001286520	1715
ENST00000480960		723
ENST00000513282		651
ENST00000412603	NM_001145467	875
ENST00000415948		800
ENST00000497161		669
ENST00000521044		662
ENST00000441796		831
ENST00000404076		5728
ENST00000617666	NM_006737	1877
ENST00000479725		747
ENST00000372837		1202
ENST00000438663		541
ENST00000393384		973
ENST00000537503	NM_023922	1858
ENST00000435298	NM_053001	1736
ENST00000514644		2225
ENST00000455830		595
ENST00000526787		1226
ENST00000372134	NM_014394	2128
ENST00000376916	NM_001024656	848
ENST00000264313	NM_020846	6299
ENST00000463064		561
ENST00000616430	NM_032100	4601
ENST00000381852		1662
ENST00000446079		2086
ENST00000230256	NM_018974	2116
ENST00000576093		1894
ENST00000597232		531
ENST00000506375		349
ENST00000620280	NM_001242867	1834
ENST00000219548	NM_005861	1472
ENST00000358110	NM_001012722	1349
ENST00000298289	NM_001001	746
ENST00000522510		1528
ENST00000517562	NM_001190972	894
ENST00000366830		574
ENST00000615337	NM_001286511	2014
ENST00000369880	NM_020682	2404
ENST00000552319		783
ENST00000520951		853
ENST00000619636	NM_001286510	2063
ENST00000619636	NM_001286512	2063
ENST00000376468	NM_002521	694
ENST00000583964		80
ENST00000505569		1870
ENST00000491100		3886
ENST00000520790	NM_018926	4599
ENST00000518199		1048
ENST00000512093		4219
ENST00000437490	NM_001293215	2632
ENST00000437490	NM_001293216	2632
ENST00000480090		284
ENST00000550160		993
ENST00000369489	NM_001779	1098
ENST00000426754	NM_001293212	2903
ENST00000263857	NM_015425	12749
ENST00000486092		1935
ENST00000569248		1853
ENST00000425102		2823
ENST00000457907	NM_001286841	2126
ENST00000419748	NM_001313915	4222
ENST00000505131		588
ENST00000551661		571
ENST00000366829	NM_001143947	1810
ENST00000550437		548
ENST00000464088		874
ENST00000470813		1223
ENST00000510595		550
ENST00000409681		6454
ENST00000615257		1723
ENST00000567173		743
ENST00000467893		411
ENST00000389208	NM_001114598	1040
ENST00000464188		1361
ENST00000372833	NM_203298	835
ENST00000471427		290
ENST00000504706		831
ENST00000457047	NM_001144822	1328
ENST00000491744		643
ENST00000261653	NM_001980	3331
ENST00000318911	NM_001916	1240
ENST00000371226	NM_145243	1935
ENST00000464136		2782
ENST00000636809		3962
ENST00000391440	NM_001078173	2026
ENST00000563505		894
ENST00000492228		620
ENST00000313601	NM_002070	2464
ENST00000313601	NM_001282618	2464
ENST00000526981		395
ENST00000488855		1355
ENST00000401399		10205
ENST00000460731		582
ENST00000601207		637
ENST00000567790		428
ENST00000420980	NM_004647	2227
ENST00000369487		892
ENST00000476933		409
ENST00000471539		738
ENST00000496892		546
ENST00000523952		500
ENST00000564370		875
ENST00000573266		1960
ENST00000601287		634
ENST00000533444		1832
ENST00000637797		1073
ENST00000456980		1036
ENST00000505079		573
ENST00000477887		517
ENST00000492034		588
ENST00000389938	NM_201594	1975
ENST00000528618		831
ENST00000485342		613
ENST00000566181		510
ENST00000571328		459
ENST00000437068		569
ENST00000467063		458
ENST00000488657		584
ENST00000597030		539
ENST00000462078		469
ENST00000611060		920
ENST00000525122		543
ENST00000419242		852
ENST00000566408		684
ENST00000460146		593
ENST00000574072		480
ENST00000474753		556
ENST00000593569		443
ENST00000535431		559
ENST00000404907		5447
ENST00000510479		2800
ENST00000426139		836
ENST00000564316		729
ENST00000483538		593
ENST00000576494		495
ENST00000494522		510
ENST00000598657		310
ENST00000392373	NM_194356	2151
ENST00000453710		744
ENST00000565813		337
ENST00000513543		3974
ENST00000482274		352
ENST00000572160		759
ENST00000540889		427
ENST00000506955		4604
ENST00000358196	NM_000817	3604
ENST00000572565		1308
ENST00000482239		836
ENST00000344271		661
ENST00000572703		964
ENST00000344257		1029
ENST00000573151		660
ENST00000506879		580
ENST00000381359	NM_001199877	1931
ENST00000481395		1416
ENST00000303236	NM_004836	4646
ENST00000504476		4126
ENST00000480282		1080
ENST00000576975		500
ENST00000419655	NM_030651	1909
ENST00000430393	NM_001160331	5330
ENST00000510163		2237
ENST00000265085	NM_030627	9483
ENST00000573896		554
ENST00000367173		4957
ENST00000415570		2902
ENST00000368124	NM_021189	2546
ENST00000540200	NM_015584	2121
ENST00000249786	NM_001018108	1537
ENST00000572609		342
ENST00000295171	NM_138770	1543
ENST00000295171	NM_001258304	1543
ENST00000504149		746
ENST00000433369		552
ENST00000424974	NM_006295	1541
ENST00000524677		1916
ENST00000470706		582
ENST00000512826		4226
ENST00000428505		804
ENST00000618887	NM_001290145	1524
ENST00000396787		5293
ENST00000481426		990
ENST00000504130		394
ENST00000486964		1427
ENST00000486144		1030
ENST00000289373	NM_021992	685
ENST00000416611		2341
ENST00000423671		1726
ENST00000478003		666
ENST00000507212		717
ENST00000477170		699
ENST00000454549		930
ENST00000505241		440
ENST00000424089		576
ENST00000415482	NM_001131008	2316
ENST00000471392		769
ENST00000520867	NM_001308191	2607
ENST00000409024		560
ENST00000281961	NM_152390	1662
ENST00000513502		705
ENST00000477083		534
ENST00000508298		479
ENST00000425360		2728
ENST00000236938	NM_032738	2341
ENST00000413011		571
ENST00000334035	NM_001308189	6705
ENST00000309784	NM_173084	3867
ENST00000216951	NM_001322494	1922
ENST00000216951	NM_000178	1922
ENST00000506064		399
ENST00000441156		2168
ENST00000495402		515
ENST00000367957	NM_001184872	1684
ENST00000626578		527
ENST00000342571		2422
ENST00000519835		2257
ENST00000515394		589
ENST00000264848	NM_024616	2277
ENST00000468328		427
ENST00000437574		497
ENST00000340326	NM_198482	894
ENST00000502403		568
ENST00000479460		860
ENST00000503886		2610
ENST00000518141		429
ENST00000470230		620
ENST00000465403		527
ENST00000495396		7910
ENST00000522344		481
ENST00000618232		1286
ENST00000488219		509
ENST00000510429		839
ENST00000456156	NM_025236	2206
ENST00000471396		548
ENST00000409960	NM_001199875	1032
ENST00000349527		888
ENST00000484828		965
ENST00000519152		441
ENST00000506432		426
ENST00000368125	NM_001127173	3745
ENST00000432371	NM_025263	2254
ENST00000409856	NM_001258306	1298
ENST00000399298	NM_178505	5151
ENST00000492085		3937
ENST00000635942		14550
ENST00000409646		559
ENST00000451957		1092
ENST00000435495	NM_001131009	2526
ENST00000497610		652
ENST00000413225		709
ENST00000496222		603
ENST00000468650		762
ENST00000507587		825
ENST00000416746		711
ENST00000378495	NM_006377	6303
ENST00000507507		2342
ENST00000494096		567
ENST00000277749		518
ENST00000442063	NM_170769	1970
ENST00000447819		2857
ENST00000471155		576
ENST00000418110		564
ENST00000414527		1780
ENST00000478665		516
ENST00000466536		544
ENST00000440628		1663
ENST00000422140	NM_001077497	1797
ENST00000445816		2099
ENST00000309691		901
ENST00000488505		2520
ENST00000522115		642
ENST00000455008		571
ENST00000434330		851
ENST00000503221		6038
ENST00000493559		2154
ENST00000522336		1551
ENST00000494486		577
ENST00000487140		568
ENST00000440186		159
ENST00000294796		766
ENST00000626063		464
ENST00000470242		549
ENST00000456864		556
ENST00000367953		2066
ENST00000630212		557
ENST00000339624	NM_001199876	506
ENST00000447995		572
ENST00000467942		3722
ENST00000492698		894
ENST00000468542		601
ENST00000431717	NM_001171747	2054
ENST00000367950		823
ENST00000517880		1416
ENST00000451956	NM_001166425	1486
ENST00000471346		493
ENST00000481154		630
ENST00000221504	NM_001142554	2179
ENST00000470841		2903
ENST00000490122		2445
ENST00000476447		504
ENST00000468422		531
ENST00000519467		1348
ENST00000492383		989
ENST00000511804	NM_001256283	1569
ENST00000494248		470
ENST00000543469		4615
ENST00000373409	NM_007120	2388
ENST00000493875		3988
ENST00000331982	NM_172138	737
ENST00000553078		440
ENST00000339876	NM_001005388	10333
ENST00000627737		935
ENST00000539706	NM_001160332	10135
ENST00000429023		812
ENST00000266027	NM_001282617	2169
ENST00000634487		5063
ENST00000464313		551
ENST00000630345		331
ENST00000627987		469
ENST00000360049	NM_015090	10120
ENST00000304501	NM_031439	3216
ENST00000407343		704
ENST00000485013		578
ENST00000551132		618
ENST00000450233		2186
ENST00000630448		505
ENST00000486850		461
ENST00000626739		519
ENST00000520947		664
ENST00000493270		807
ENST00000519553		395
ENST00000467992	NM_001258305	1347
ENST00000625721		418
ENST00000462739		567
ENST00000488724		1256
ENST00000615384	NM_032098	4725
ENST00000498004		488
ENST00000252108	NM_001204077	6103
ENST00000478562		3172
ENST00000460426		1944
ENST00000370691		3160
ENST00000362002	NM_130388	1289
ENST00000324300	NM_001957	4135
ENST00000375272	NM_013445	1252
ENST00000461523		2005
ENST00000519479	NM_003736	4578
ENST00000217289	NM_017671	5151
ENST00000401034		501
ENST00000323469	NM_145173	3424
ENST00000469612		391
ENST00000418517		1608
ENST00000464396		3429
ENST00000378844		567
ENST00000585334		774
ENST00000625689		3700
ENST00000409291		807
ENST00000548021		724
ENST00000229563	NM_016462	1113
ENST00000367959	NM_001184866	2362
ENST00000546024	NM_001184867	2077
ENST00000588128		546
ENST00000552915		1071
ENST00000245222	NM_020126	2963
