Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
MAPKBP1	ENST00000457542.2	mitogen-activated protein kinase binding protein 1 	36	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.03	-0.03	0.83	2005, 2007, 2009, 2011
BICD1	ENST00000548411.1	bicaudal D homolog 1 (Drosophila) 	205	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.03	-0.03	ORF	
UBE2R2	ENST00000263228.3	ubiquitin-conjugating enzyme E2R 2 	2442	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.03	-0.21	0.61	2011
SLC25A19	ENST00000416858.2	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19 	108	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.03	-0.40	0.51	
SP1	ENST00000426431.2	Sp1 transcription factor 	402	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.03	-0.06	0.48	2009, 2011
EPC1	ENST00000319778.6	enhancer of polycomb homolog 1 (Drosophila) 	102	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.03	-0.17	0.67	
HIF1AN	ENST00000299163.6	hypoxia inducible factor 1, alpha subunit inhibitor 	1545	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.03	-0.07	0.30	
PAFAH1B1	ENST00000397195.5	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa) 	1570	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.03	-0.06	0.55	2005, 2007, 2009, 2011
CBX8	ENST00000269385.4	chromobox homolog 8 	474	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.03	-0.22	0.84	
MYO9A	ENST00000564571.1	myosin IXA 	137	1	0	1	0	1	0	1	0	0	hsa-miR-1-3p	-0.03	-0.04	0.39	
RBM27	ENST00000265271.5	RNA binding motif protein 27 	130	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.03	-0.13	0.63	
DONSON	ENST00000453626.1	downstream neighbor of SON 	103	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.02	-0.40	0.87	
ATG14	ENST00000247178.5	autophagy related 14 	25	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.02	-0.13	0.55	2005, 2007, 2011
SUZ12	ENST00000322652.5	SUZ12 polycomb repressive complex 2 subunit 	104	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.02	-0.16	0.63	
HOXC11	ENST00000546378.1	homeobox C11 	80	1	1	0	0	0	0	0	0	1	hsa-miR-1-3p	-0.02	-0.07	< 0.1	
WBSCR27	ENST00000297873.4	Williams Beuren syndrome chromosome region 27 	17	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.02	-0.09	0.76	
DICER1	ENST00000541352.1	dicer 1, ribonuclease type III 	25	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.02	-0.21	0.53	2011
KDM5C	ENST00000375401.3	lysine (K)-specific demethylase 5C 	422	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.02	-0.02	0.68	2007, 2009, 2011
SLC7A6	ENST00000219343.6	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6 	1044	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.02	-0.04	0.55	2005, 2007, 2009, 2011
NEDD4L	ENST00000256832.7	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase 	617	1	0	0	1	0	0	0	0	2	hsa-miR-1-3p	-0.02	-0.08	0.68	2011
CNNM2	ENST00000369878.4	cyclin M2 	517	1	1	0	0	1	0	0	1	3	hsa-miR-1-3p	-0.02	-0.09	< 0.1	
VGLL4	ENST00000273038.3	vestigial like 4 (Drosophila) 	37	1	0	1	0	0	0	0	0	0	hsa-miR-206	-0.02	-0.17	0.78	2005, 2007, 2009, 2011
ALX1	ENST00000316824.3	ALX homeobox 1 	37	2	1	1	0	1	1	0	0	0	hsa-miR-1-3p	-0.02	-0.66	0.97	
GAREM	ENST00000399218.4	GRB2 associated, regulator of MAPK1 	536	1	1	0	0	0	0	0	0	1	hsa-miR-1-3p	-0.02	-0.03	0.53	2011
SNX13	ENST00000428135.3	sorting nexin 13 	112	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.02	-0.14	0.37	2011
ANKRD13C	ENST00000370944.4	ankyrin repeat domain 13C 	369	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.02	-0.11	0.67	2009, 2011
CELSR3	ENST00000164024.4	cadherin, EGF LAG seven-pass G-type receptor 3 	13	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.02	-0.02	0.35	2005, 2007, 2011
FAF2	ENST00000261942.6	Fas associated factor family member 2 	1700	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.02	-0.02	0.28	2009, 2011
NAALADL1	ENST00000339885.2	N-acetylated alpha-linked acidic dipeptidase-like 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.02	-0.02	ORF	
CPSF7	ENST00000340437.4	cleavage and polyadenylation specific factor 7, 59kDa 	1283	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.02	-0.02	0.40	2005, 2007, 2009, 2011
PTPN2	ENST00000309660.5	protein tyrosine phosphatase, non-receptor type 2 	60	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.02	-0.26	< 0.1	
PGR	ENST00000325455.5	progesterone receptor 	8	1	0	0	1	1	0	1	0	0	hsa-miR-1-3p	-0.02	-0.03	0.60	
NUP50	ENST00000347635.4	nucleoporin 50kDa 	57	1	0	1	0	0	0	0	0	1	hsa-miR-206	-0.02	-0.22	0.82	2007, 2009, 2011
ADRBK2	ENST00000324198.6	adrenergic, beta, receptor kinase 2 	215	1	1	0	0	0	0	0	0	2	hsa-miR-1-3p	-0.02	-0.26	0.72	2009, 2011
SEMA5A	ENST00000382496.5	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A 	98	1	0	0	1	0	0	0	0	3	hsa-miR-1-3p	-0.02	-0.02	0.58	
OSBP	ENST00000263847.1	oxysterol binding protein 	101	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.02	-0.05	0.67	2005, 2007, 2009, 2011
CNKSR3	ENST00000607772.1	CNKSR family member 3 	567	2	0	2	0	1	0	1	0	2	hsa-miR-1-3p	-0.02	-0.58	0.96	
SF3B3	ENST00000302516.5	splicing factor 3b, subunit 3, 130kDa 	2541	1	1	0	0	1	0	0	1	2	hsa-miR-1-3p	-0.02	-0.06	0.31	2011
PIP4K2B	ENST00000269554.3	phosphatidylinositol-5-phosphate 4-kinase, type II, beta 	148	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.02	-0.02	0.26	
RBM26	ENST00000267229.7	RNA binding motif protein 26 	122	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.02	-0.09	0.66	
HIVEP2	ENST00000367604.1	human immunodeficiency virus type I enhancer binding protein 2 	137	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.02	-0.05	0.37	2007, 2009, 2011
CENPP	ENST00000375587.3	centromere protein P 	85	1	0	1	0	3	0	2	1	0	hsa-miR-206	-0.01	-0.28	0.70	
GUF1	ENST00000281543.5	GUF1 GTPase homolog (S. cerevisiae) 	110	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.01	-0.09	0.64	
PURB	ENST00000395699.2	purine-rich element binding protein B 	497	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.01	-0.03	0.14	
TMEM98	ENST00000579849.1	transmembrane protein 98 	98	1	0	1	0	3	0	1	2	0	hsa-miR-1-3p	-0.01	-0.31	0.62	
TRA2B	ENST00000453386.2	transformer 2 beta homolog (Drosophila) 	1868	1	1	0	0	0	0	0	0	2	hsa-miR-1-3p	-0.01	-0.45	0.54	2005, 2007, 2009, 2011
SMAD2	ENST00000262160.6	SMAD family member 2 	1196	1	1	0	0	0	0	0	0	2	hsa-miR-1-3p	-0.01	-0.10	0.16	2009, 2011
DNMT3A	ENST00000380746.4	DNA (cytosine-5-)-methyltransferase 3 alpha 	221	1	1	0	0	0	0	0	0	2	hsa-miR-206	-0.01	-0.11	0.89	
DNAL1	ENST00000553645.2	dynein, axonemal, light chain 1 	81	1	0	0	1	2	1	0	1	4	hsa-miR-1-3p	-0.01	-0.24	0.66	2011
EEF2K	ENST00000263026.5	eukaryotic elongation factor-2 kinase 	115	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.01	-0.03	< 0.1	2009, 2011
GUCY1A2	ENST00000526355.2	guanylate cyclase 1, soluble, alpha 2 	24	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.01	-0.07	0.57	
FANCD2	ENST00000383806.1	Fanconi anemia, complementation group D2 	943	1	0	0	1	0	0	0	0	0	hsa-miR-206	-0.01	-0.01	ORF	
ENTPD7	ENST00000370489.4	ectonucleoside triphosphate diphosphohydrolase 7 	136	1	1	0	0	1	0	0	1	0	hsa-miR-1-3p	-0.01	-0.14	0.31	2011
PTPRD	ENST00000381196.4	protein tyrosine phosphatase, receptor type, D 	101	1	0	0	1	0	0	0	0	2	hsa-miR-1-3p	-0.01	-0.02	0.65	2007, 2011
KAT7	ENST00000259021.4	K(lysine) acetyltransferase 7 	48	1	0	0	1	1	0	1	0	3	hsa-miR-1-3p	-0.01	-0.09	0.62	
IL1RAPL1	ENST00000378993.1	interleukin 1 receptor accessory protein-like 1 	5	1	0	1	0	1	0	1	0	3	hsa-miR-1-3p	-0.01	-0.20	0.79	
KCTD10	ENST00000228495.6	potassium channel tetramerization domain containing 10 	147	1	1	0	0	0	0	0	0	1	hsa-miR-1-3p	-0.01	-0.34	0.80	2009, 2011
ANKRD10	ENST00000375758.5	ankyrin repeat domain 10 	37	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.01	-0.01	ORF	
MYO18A	ENST00000354329.4	myosin XVIIIA 	159	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.01	-0.01	ORF	
ARF4	ENST00000303436.6	ADP-ribosylation factor 4 	390	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.01	-0.24	0.58	2005, 2007
CASKIN2	ENST00000321617.3	CASK interacting protein 2 	92	1	0	0	1	0	0	0	0	0	hsa-miR-206	-0.01	-0.09	0.65	2009, 2011
ZNF639	ENST00000326361.3	zinc finger protein 639 	614	1	0	1	0	2	2	0	0	0	hsa-miR-1-3p	-0.01	-0.28	0.32	
RGP1	ENST00000378078.4	RGP1 retrograde golgi transport homolog (S. cerevisiae) 	203	1	0	0	1	1	0	0	1	2	hsa-miR-1-3p	-0.01	-0.02	0.65	
OSBPL8	ENST00000393249.2	oxysterol binding protein-like 8 	141	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.01	-0.06	0.59	2009, 2011
VAPA	ENST00000400000.2	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa 	2926	1	0	1	0	1	0	1	0	1	hsa-miR-1-3p	-0.01	-0.41	0.57	2009, 2011
IRS4	ENST00000372129.2	insulin receptor substrate 4 	56	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.01	-0.06	0.67	
SIM2	ENST00000290399.6	single-minded homolog 2 (Drosophila) 	108	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.01	-0.06	0.62	
SAFB2	ENST00000252542.4	scaffold attachment factor B2 	958	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.01	-0.21	0.67	2009, 2011
ZMAT2	ENST00000274712.3	zinc finger, matrin-type 2 	1926	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.01	-0.41	0.37	
TMEM120B	ENST00000449592.2	transmembrane protein 120B 	60	1	1	0	0	1	0	1	0	1	hsa-miR-1-3p	-0.01	-0.07	< 0.1	
RUNX1	ENST00000344691.4	runt-related transcription factor 1 	182	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.01	-0.02	0.30	2011
DSE	ENST00000452085.3	dermatan sulfate epimerase 	975	2	1	1	0	1	0	0	1	0	hsa-miR-206	-0.01	-0.27	0.85	
HIC2	ENST00000407464.2	hypermethylated in cancer 2 	28	1	1	0	0	0	0	0	0	2	hsa-miR-1-3p	-0.01	-0.03	0.84	2005, 2007, 2009, 2011
NADK	ENST00000341426.5	NAD kinase 	173	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	0	-0.14	0.84	2007, 2009, 2011
CCDC149	ENST00000504487.1	coiled-coil domain containing 149 	187	1	1	0	0	1	0	0	1	0	hsa-miR-1-3p	0	-0.09	< 0.1	2011
ELOVL6	ENST00000394607.3	ELOVL fatty acid elongase 6 	901	1	1	0	0	0	0	0	0	1	hsa-miR-1-3p	0	-0.24	0.86	
CFDP1	ENST00000283882.3	craniofacial development protein 1 	482	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	0	-0.21	< 0.1	
GTDC1	ENST00000392869.2	glycosyltransferase-like domain containing 1 	241	1	0	0	1	1	0	1	0	0	hsa-miR-1-3p	0	-0.03	0.68	
C2orf68	ENST00000306336.5	chromosome 2 open reading frame 68 	565	1	1	0	0	2	0	0	2	0	hsa-miR-1-3p	0	-0.09	0.29	2011
DPM1	ENST00000371588.5	dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit 	1124	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	0	-0.24	< 0.1	
ARAP1	ENST00000359373.5	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 	253	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	0	-0.02	0.25	
PEX2	ENST00000357039.4	peroxisomal biogenesis factor 2 	662	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	0	-0.16	0.36	2009, 2011
WIPI2	ENST00000288828.4	WD repeat domain, phosphoinositide interacting 2 	1038	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	0	-0.10	0.66	2009, 2011
NT5C2	ENST00000343289.5	5'-nucleotidase, cytosolic II 	468	1	1	0	0	1	0	0	1	0	hsa-miR-1-3p	0	-0.17	0.15	2011
SMIM2	ENST00000400419.1	small integral membrane protein 2 	5	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	0	-0.50	0.56	
DBNL	ENST00000494774.1	drebrin-like 	1802	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	0	-0.04	0.68	
NUDT21	ENST00000300291.5	nudix (nucleoside diphosphate linked moiety X)-type motif 21 	629	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	0	-0.09	0.57	
SPATS2L	ENST00000358677.5	spermatogenesis associated, serine-rich 2-like 	3387	3	2	1	0	1	1	0	0	0	hsa-miR-1-3p	0	-0.48	0.88	2009, 2011
CYB5B	ENST00000512062.1	cytochrome b5 type B (outer mitochondrial membrane) 	2472	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	0	-0.30	0.56	2007, 2009, 2011
SLC27A4	ENST00000300456.4	solute carrier family 27 (fatty acid transporter), member 4 	523	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	0	-0.01	0.59	
GNB2L1	ENST00000514455.1	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 	1980	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	0	-0.10	0.62	
TCF23	ENST00000296096.5	transcription factor 23 	5	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	0	-0.23	0.56	
DNAJC30	ENST00000395176.2	DnaJ (Hsp40) homolog, subfamily C, member 30 	766	1	1	0	0	2	0	0	2	1	hsa-miR-1-3p	0	-0.34	0.67	
HSPB3	ENST00000302005.1	heat shock 27kDa protein 3 	5	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	0	-0.15	0.44	
TMEM72	ENST00000544540.1	transmembrane protein 72 	5	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	0	-0.12	0.58	
ASB15	ENST00000451558.1	ankyrin repeat and SOCS box containing 15 	5	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	0	-0.08	0.55	
CDR1	ENST00000370532.2	cerebellar degeneration-related protein 1, 34kDa 	5	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	0	-0.12	0.11	
ITGB1BP1	ENST00000360635.3	integrin beta 1 binding protein 1 	14310	1	1	0	0	0	0	0	0	1	hsa-miR-1-3p	0	-0.43	0.87	
VPS53	ENST00000437048.2	vacuolar protein sorting 53 homolog (S. cerevisiae) 	1332	1	1	0	0	1	0	0	1	1	hsa-miR-1-3p	0	-0.04	0.47	2011
BRIX1	ENST00000336767.5	BRX1, biogenesis of ribosomes, homolog (S. cerevisiae) 	1809	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	0	-0.33	0.41	
WDR12	ENST00000261015.4	WD repeat domain 12 	444	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	0	-0.20	0.57	
